User-ID,ISBN,Book-Rating
276847,3426029553,8
276847,3551551677,10
276847,3551551685,10
276847,3551551693,10
276847,3551551936,10
276964,0345354621,10
276964,0440220602,9
276964,0684867621,8
276964,0812550307,10
276964,0843949163,8
276964,0886773741,7
276964,0886774802,8
276964,0886774829,8
276964,0886775426,9
276964,0886775957,10
277042,0312283709,8
277042,0446605484,7
277042,0446611212,8
277042,0609804138,9
277042,074343627X,8
277042,0971880107,2
277157,0312979517,5
277157,0316154059,5
277157,0345450175,6
277157,0345452550,7
277157,0399146504,7
277157,0399147101,7
277157,0399148639,6
277157,0399148728,8
277157,0399151451,7
277157,0425183181,5
277157,0671024094,7
277157,0679450408,6
277157,074320607X,7
277157,0743486226,7
277195,0060391626,10
277195,0330332775,10
277195,055326611X,10
277195,0553347756,10
277195,0553379615,10
277195,0670869902,10
277195,0671021001,10
277195,0671647458,10
277195,1573221856,10
277203,039480001X,9
277203,0394800028,9
277203,0394800184,9
277203,039480029X,8
277203,0717283208,8
277203,0717283364,8
277378,0312195516,7
277378,0446608955,4
277378,0670892963,7
277378,0671646575,6
277378,0804114986,5
277378,0812515560,5
277378,0812515595,4
277427,002542730X,10
277427,0060542128,7
277427,0061009059,9
277427,0152050167,10
277427,0316776963,8
277427,033031582,8
277427,0345413903,10
277427,0375751513,9
277427,0380702843,8
277427,0380791978,9
277427,0385424736,9
277427,0385486804,9
277427,0385503857,9
277427,0385504209,8
277427,039304016X,8
277427,0399501487,9
277427,0425104338,9
277427,0425116840,8
277427,0425133516,9
277427,0425190749,7
277427,0440224764,7
277427,0440236061,8
277427,0440236738,9
277427,0440428130,8
277427,0441627404,10
277427,0446350982,9
277427,0446600415,10
277427,0446608890,10
277427,0451191153,8
277427,0451203593,10
277427,0452284449,6
277427,0552137030,8
277427,0553078925,8
277427,0553280368,9
277427,0553571656,10
277427,0553573926,10
277427,0553574566,9
277427,0553581929,9
277427,0671528904,8
277427,0671876821,8
277427,0679417648,10
277427,0679731148,9
277427,0679736042,5
277427,0736903054,8
277427,0740723367,9
277427,0743406176,8
277427,0743412028,9
277427,0743422082,9
277427,0743444477,9
277427,0743457943,8
277427,0767903382,10
277427,0786866845,10
277427,0811802981,10
277427,0811811409,10
277427,0836210263,10
277427,0836217691,10
277427,0836218515,10
277427,0836218817,10
277427,0836221192,10
277427,0836221311,8
277427,0836236688,10
277427,0843947888,7
277427,0890876517,10
277427,0898157803,10
277427,1400060265,10
277427,1565075722,10
277427,8251800811,7
277439,0316666343,7
277439,0345444892,5
277439,0345452550,5
277439,0399149821,7
277439,0671027360,7
277478,0312113420,7
277478,0312979533,7
277478,0440213320,7
277478,0552142379,8
277478,0752853694,10
277478,1558745718,8
277523,0312289723,10
277523,0316603570,10
277523,0316693200,10
277523,0345452577,10
277523,0345452593,10
277523,0385336322,10
277523,0385508042,10
277523,0385510438,10
277523,039915180X,10
277523,0399151877,10
277523,0440241537,10
277523,0446530891,10
277523,0446613843,10
277523,0515133302,10
277523,0553803409,10
277523,0671886665,10
277523,0684835983,10
277523,0743206045,10
277523,1558744150,10
277623,002542730X,5
277623,0028604199,9
277623,0140340203,9
277623,0786890436,4
277623,1400031346,8
277623,1400031354,8
277629,0380018179,8
277629,0385472943,8
277629,0425116840,6
277629,0440241073,8
277629,0671000306,7
277629,0671000314,8
277629,0671026682,7
277639,034539657X,8
277639,0380731851,6
277639,0425142485,7
277639,0425147363,8
277639,042516098X,5
277639,0440211727,8
277639,0440214041,9
277639,0446794031,8
277639,0451162145,8
277639,0553297260,8
277639,0553579754,7
277639,0812543262,8
277710,0061015725,4
277710,0425192032,9
277710,0446611638,5
277710,0446613843,6
277710,0451208765,10
277710,0553582763,6
277744,0061031550,8
277744,0312421273,7
277744,0345339681,3
277744,0345377443,8
277744,0440235162,5
277744,0887307876,9
277744,0929634063,10
277744,1551660717,8
277873,0395977894,10
277873,042518336X,5
277873,0553575538,6
277873,0679781587,10
277873,0767903579,7
277922,0345384377,7
277922,0440225701,6
277922,0446609943,7
277922,0553580191,9
277922,0553582917,10
277928,0374266441,9
277928,0385301499,8
277928,0449908186,10
277928,0679751602,10
277928,0679764925,8
277928,0679770151,10
277928,0767915062,9
277928,0804105820,9
277937,0060934417,9
277937,0316168815,7
277937,0316785261,6
277937,0452283205,7
277937,0452283868,6
277937,0684848406,6
277937,0743225325,6
277937,0743237188,7
277945,0312974256,6
277945,0312983301,6
277945,0446610550,7
277945,0451203771,8
277945,0515121843,7
277945,051512317X,7
277945,0515124214,7
277945,0515134384,7
277945,0515136263,7
277945,0515136379,7
277945,0515136530,7
277945,0515137111,8
277959,0156027321,8
277959,0446529788,6
277959,0553802542,7
277959,0688179088,8
277959,0743204697,10
277959,0767905385,6
277965,0316789089,5
277965,0374190666,10
277965,0385484518,10
277965,0399141464,8
277965,0399145087,7
277965,0446526126,8
277965,0679457526,9
277965,0679781587,9
277965,0684874350,10
277965,0786866845,9
277965,0786881852,7
277965,0895261901,10
278007,0316601950,6
278007,034543479X,8
278007,0374480095,8
278007,0446670251,6
278007,0804115761,7
278007,0821766570,5
278026,0061009059,8
278026,0061031410,8
278026,0061094129,8
278026,0312983433,8
278026,0345440064,8
278026,0380731851,5
278026,0380820889,8
278026,038533558X,9
278026,0446527041,8
278026,0446612510,8
278026,0449006522,8
278026,0449219364,6
278026,0449221512,5
278026,0449227545,3
278026,0451204301,8
278026,0451206525,8
278026,0515125490,8
278026,0515129038,5
278026,0515130389,8
278026,0553582364,6
278026,0671001795,8
278026,0684810387,8
278026,0743206045,7
278026,0786889667,5
278026,1551667517,7
278026,1551669625,6
278137,0060002492,7
278137,0061057894,9
278137,0345337662,7
278137,0373115431,8
278137,0380600129,8
278137,0425065553,8
278137,0440940001,8
278137,0446606812,7
278137,0515094978,8
278137,0553287532,9
278137,0670894508,4
278137,0671434225,8
278137,0671525808,9
278137,0804106304,8
278137,1558744150,9
278137,1558745017,8
278188,0156005891,8
278188,0373218192,7
278188,0373244487,6
278188,0373484003,7
278188,0440122090,4
278188,044022103X,8
278188,0440223571,9
278188,0440225701,9
278188,0446603589,9
278188,0515124621,8
278188,0671644459,7
278188,0743410181,6
278188,080410946X,8
278188,1551665344,7
278194,0020532105,10
278194,0060926317,8
278194,0060958014,7
278194,0140280553,5
278194,0156011042,7
278194,0345423135,9
278194,0375705619,5
278194,0385334923,7
278194,0385498802,4
278194,0440212723,9
278194,0440241537,7
278194,0451209907,5
278194,0452284449,8
278194,051512219X,4
278194,0553582364,6
278194,0671683993,8
278194,0688177859,9
278194,0802139256,6
278202,0060198346,3
278202,014025448X,2
278202,0312252617,4
278202,0385319568,9
278202,0385324057,3
278202,0385497466,3
278202,0399148019,3
278202,0446527017,1
278202,0446527130,8
278202,0671510126,10
278202,0671786458,7
278202,0743206029,8
278221,0440216745,7
278221,0446613436,7
278221,0553582755,9
278221,0671027123,8
278221,0743460529,8
278221,0804106304,9
278221,0840776381,8
278356,006091646X,9
278356,0140167153,8
278356,0312265859,7
278356,0312965338,8
278356,0374270325,9
278356,0439064872,8
278356,0439136369,10
278356,0439139600,10
278356,043935806X,10
278356,0671016768,8
278390,0375409440,8
278390,0380730847,7
278390,0385313667,7
278390,0399147195,7
278390,0425182908,4
278390,0440236053,7
278390,044661257X,8
278390,0553569058,9
278390,0671027360,7
278390,0671683993,10
278390,0688152449,7
278390,080410753X,9
278418,0312970234,7
278418,0345352459,7
278418,0345369335,7
278418,0394800168,10
278418,0394820371,8
278418,042513525X,5
278418,0425140032,5
278418,0425178102,7
278418,042518630X,7
278418,0440139791,10
278418,0440184622,7
278418,0440207622,7
278418,0440479002,9
278418,0451173392,6
278418,0515130389,8
278418,0515131229,8
278418,0553131834,9
278418,0553297988,6
278418,0671017128,5
278418,0671502522,7
278418,0671775715,6
278418,0786862572,5
278418,0812523466,5
278418,0886775981,5
278535,0061094129,10
278535,0425178765,8
278535,0425182878,9
278535,0440221595,7
278535,0446605484,10
278535,0446610038,10
278535,0446611212,9
278535,0449003787,9
278535,0449219461,8
278535,0553213180,6
278535,0553269216,8
278554,0060096195,9
278554,0140293450,8
278554,0152050167,10
278554,0330375253,8
278554,0345423097,10
278554,0385730586,9
278554,0752837613,9
278554,1853260282,7
278582,0312980140,7
278582,0312983298,3
278582,0312983867,7
278582,0312990456,5
278582,0312991460,6
278582,0345348176,8
278582,0345350499,10
278582,0345440064,8
278582,0425163717,7
278582,0425191583,8
278582,0441478123,10
278582,0449003183,8
278582,0449221512,8
278582,0451202503,10
278582,0515136557,8
278582,0671001795,8
278582,1400034779,10
278633,0060987561,10
278633,0140244824,7
278633,014028009X,2
278633,0140296298,7
278633,0142000205,7
278633,0316096199,8
278633,0316666343,9
278633,0316899984,7
278633,0375703063,7
278633,0385512147,7
278633,0440226430,9
278633,0440514428,9
278633,0446679593,8
278633,0449907481,6
278633,0451163524,5
278633,0515131083,10
278633,0553278355,8
278633,0671038184,8
278633,0679425268,9
278633,0684814994,10
278633,0688162827,9
278633,0688170528,8
278633,0743225082,7
278633,1882723007,8
278843,0060173289,9
278843,0060517794,7
278843,014028009X,8
278843,0142000205,9
278843,0385260075,8
278843,0399146431,9
278843,0440211263,7
278843,0553274503,8
278843,059035342X,8
278843,0679412956,8
278843,0767902890,9
278843,0786881852,8
99,0312252617,8
99,0312261594,8
99,0316748641,7
99,0446677450,10
99,0451166892,3
114,0446608653,9
114,0446612545,9
114,0446612618,8
114,0451208080,8
114,0553584383,9
114,0671027360,10
243,0060915544,10
243,0060977493,7
243,0316601950,9
243,0316776963,9
243,0316899984,7
243,0375400117,10
243,0385720106,7
243,0425163407,9
243,044023722X,7
243,0446364800,9
243,0446606383,6
243,0449006522,6
243,0553580388,8
243,0786863986,5
243,155874262X,5
244,0060977493,7
244,0060987103,8
244,0151008116,9
244,0525947647,9
244,0804111359,8
244,155874262X,6
244,1558744150,6
254,0060934700,9
254,0060976977,7
254,0064471047,7
254,0066238501,5
254,0142001740,9
254,0373226144,5
254,037582345X,9
254,0380730448,8
254,0380789035,10
254,0380973650,9
254,0399146431,9
254,0439064864,9
254,0439064872,9
254,0439136350,9
254,0439136369,9
254,0439139597,9
254,0451167317,8
254,0451406176,6
254,0451409256,7
254,0451524934,9
254,0451526341,8
254,0553280325,8
254,0590353403,9
254,0618002219,9
254,0618002227,8
254,0671021001,7
254,0679781587,8
254,0679879242,8
254,1563895730,9
388,0060973897,8
388,0060976845,3
388,006101351X,6
388,0449002632,7
388,0553569058,10
388,1573225126,5
388,1878424319,7
446,0060925000,8
446,0060932759,8
446,0061000280,10
446,039914739X,3
446,081296666X,5
503,0140179836,10
503,0385496095,10
503,0440241006,10
503,0515131679,8
503,068484267X,10
503,1558743669,10
505,006017143X,9
505,0345313860,7
505,0385306032,8
505,042517736X,7
505,0671868713,8
505,0805056491,9
507,0020427859,9
507,0060558865,8
507,0140230165,7
507,0142001740,10
507,0312986769,9
507,0345369068,8
507,0451184718,9
507,0553564528,7
507,0553571842,7
507,0553575538,7
507,0553576801,7
507,055357695X,7
507,0553583441,7
507,0553583468,7
507,0679893105,9
507,0689710879,10
507,0689710887,10
507,0689710895,10
507,0689711522,10
507,0743260244,10
507,0767912918,7
507,0812533534,10
507,0821772953,8
638,0060191929,9
638,0151001006,10
638,0316603287,9
638,0316666343,10
638,0316693006,10
638,0316693200,9
638,0316769487,10
638,0316776963,10
638,0316779423,10
638,0316779490,9
638,0316789089,10
638,0316969443,10
638,0345339711,10
638,0385420161,9
638,0385470819,9
638,0385504209,10
638,0385505833,10
638,0425184129,9
638,0446523569,10
638,0446525502,9
638,0446525537,9
638,0446527793,10
638,0446531332,10
638,0609605925,8
638,0609606727,8
638,0670892963,7
638,0671042556,9
638,0679442790,10
638,0679732241,9
638,0679746048,7
638,0688180639,9
638,0743230051,9
638,0743406176,10
638,1558747028,10
638,1558747346,8
643,0061092606,8
643,0261102214,9
643,0552137030,8
643,0552546933,9
643,0671894455,7
643,0743222229,8
643,0749391308,8
643,0749396067,8
643,1853260002,2
651,0060934719,8
651,0345370740,7
651,0345403339,7
651,0425142485,6
651,0679801146,4
651,0786886463,7
651,1563899388,6
709,0064405052,9
709,015216250X,10
709,0316666343,3
709,0345391802,7
709,0440219078,10
735,038533334X,4
735,0440222818,7
735,0440224829,9
735,044661162X,9
735,0515134368,9
805,0060256672,10
805,0060928336,7
805,0140070206,9
805,0140077022,10
805,014016930X,10
805,0140253602,4
805,0156027321,9
805,0316777730,7
805,038001503X,10
805,039592720X,9
805,0440215625,8
805,0452282152,8
805,0553268449,8
805,0671003755,8
805,0679732764,10
805,0877733759,10
834,0141001771,5
834,0449005569,3
834,0671027344,7
834,0786884622,3
834,1558747346,5
882,0020418809,10
882,0064401847,10
882,0373218400,5
882,0373484224,7
882,0380018179,10
882,0385504209,10
882,0394557433,10
882,0425179672,10
882,0440235162,10
882,0515134368,6
882,0515135062,6
882,0517556278,8
882,0553205587,9
882,0553250426,10
882,0553272586,5
882,0553280589,10
882,0553572997,10
882,067101420X,4
882,0679429220,9
882,067976402X,10
882,0679781587,10
882,0743457943,5
929,0312140940,8
929,0345285549,5
929,0385314744,7
929,0439404371,8
929,0440224624,6
929,0451169530,6
929,0553234811,6
929,0553296981,10
929,0671461494,8
929,0671617028,8
929,0894803700,8
1025,0060562080,8
